"","sampleID","GSM","bs1","bs2","bs3","IP","species","type"
"353",40710,"GSM878624","None","Fibroblast","Fetal Skin Back","DNase","human","ca"
"354",40711,"GSM878616","H1","Embryonic Stem Cell","Embryo","DNase","human","ca"
"355",40712,"GSM878660","None","None","Fetal Stomach","DNase","human","ca"
"356",40713,"GSM878626","None","None","Fetal Muscle Leg","DNase","human","ca"
"357",40714,"GSM878652","None","None","Fetal Brain","DNase","human","ca"
"358",40715,"GSM878628","H1","Embryonic Stem Cell","Embryo","DNase","human","ca"
"359",40716,"GSM878648","None","None","Fetal Skin Quadriceps Left","DNase","human","ca"
"360",40717,"GSM878617","None","None","Fetal Testis","DNase","human","ca"
"361",40718,"GSM878639","None","None","Fetal Muscle Back","DNase","human","ca"
"362",40719,"GSM878658","None","None","Fetal Adrenal Gland","DNase","human","ca"
"363",40720,"GSM878622","None","None","Fetal Muscle Leg","DNase","human","ca"
"364",40721,"GSM878619","None","None","Fetal Muscle Arm","DNase","human","ca"
"365",40722,"GSM878642","None","None","Fetal Skin Biceps Right","DNase","human","ca"
"366",40723,"GSM878647","None","None","Fetal Skin Quadriceps Right","DNase","human","ca"
"367",40724,"GSM878613","H9","Embryonic Stem Cell","Embryo","DNase","human","ca"
"368",40725,"GSM878653","None","None","Fetal Muscle Leg","DNase","human","ca"
"369",40726,"GSM878637","None","None","Fetal Muscle Leg","DNase","human","ca"
"370",40727,"GSM878651","None","None","Fetal Brain","DNase","human","ca"
"371",40728,"GSM878627","None","None","Fetal Thymus","DNase","human","ca"
"372",40729,"GSM878655","None","None","Fetal Muscle Back","DNase","human","ca"
"373",40730,"GSM878657","None","None","Fetal Thymus","DNase","human","ca"
"374",40731,"GSM878633","None","Fibroblast","Fetal Skin Scalp","DNase","human","ca"
"375",40732,"GSM878649","None","None","Fetal Skin Quadriceps Left","DNase","human","ca"
"376",40733,"GSM878611","None","None","Fetal Muscle Back","DNase","human","ca"
"377",40734,"GSM878662","None","Epithelium","Fetal Renal Pelvis","DNase","human","ca"
"378",40735,"GSM878640","None","None","Fetal Skin Upper Back","DNase","human","ca"
"379",40736,"GSM878661","None","None","Fetal Spinal Cord","DNase","human","ca"
"380",40737,"GSM878646","None","None","Fetal Skin Quadriceps Right","DNase","human","ca"
"381",40738,"GSM878631","None","None","Fetal Muscle Leg","DNase","human","ca"
"382",40739,"GSM878629","None","Cortex","Fetal Kidney","DNase","human","ca"
"383",40740,"GSM878632","None","None","Fetal Muscle Back","DNase","human","ca"
"384",40741,"GSM878625","None","None","Fetal Muscle Arm","DNase","human","ca"
"385",40742,"GSM878641","None","None","Fetal Skin Upper Back","DNase","human","ca"
"386",40743,"GSM878665","None","None","Fetal Stomach","DNase","human","ca"
"387",40744,"GSM878618","None","None","Fetal Muscle Arm","DNase","human","ca"
"388",40745,"GSM878615","H1","Embryonic Stem Cell","Embryo","DNase","human","ca"
"389",40746,"GSM878654","None","None","Fetal Muscle Trunk","DNase","human","ca"
"390",40747,"GSM878667","None","Cortex","Fetal Kidney","DNase","human","ca"
"391",40748,"GSM878630","None","Epithelium","Fetal Heart","DNase","human","ca"
"392",40749,"GSM878664","None","None","Fetal Muscle Trunk","DNase","human","ca"
"393",40750,"GSM878638","None","None","Fetal Muscle Arm","DNase","human","ca"
"394",40751,"GSM878614","H1","Embryonic Stem Cell","Embryo","DNase","human","ca"
"395",40752,"GSM878663","None","None","Fetal Spinal Cord","DNase","human","ca"
"396",40753,"GSM878635","None","None","Fetal Skin Abdomen","DNase","human","ca"
"397",40754,"GSM878650","None","None","Fetal Brain","DNase","human","ca"
"398",40755,"GSM878643","None","None","Fetal Skin Biceps Right","DNase","human","ca"
"399",40756,"GSM878634","None","Fibroblast","Fetal Skin Scalp","DNase","human","ca"
"400",40757,"GSM878666","None","Epithelium","Fetal Kidney","DNase","human","ca"
"401",40758,"GSM878612","H9","Embryonic Stem Cell","Embryo","DNase","human","ca"
"402",40759,"GSM816643","HeLa-S3","Epithelium","Cervix","DNase","human","ca"
"403",40760,"GSM816657","GM12892","Lymphoblastoid","Blood","DNase","human","ca"
"404",40761,"GSM816641","None","Hepatocyte","Liver","DNase","human","ca"
"405",40762,"GSM816663","None","Hepatocyte","Liver","DNase","human","ca"
"406",40763,"GSM816665","GM12878","Lymphoblastoid","Blood","DNase","human","ca"
"407",40764,"GSM816646","None","Endothelial Cell","Umbilical Vein","DNase","human","ca"
"408",40765,"GSM816658","GM19238","Lymphoblastoid","Blood","DNase","human","ca"
"409",40766,"GSM816659","GM19239","Lymphoblastoid","Blood","DNase","human","ca"
"410",40767,"GSM816632","H1","Embryonic Stem Cell","Embryo","DNase","human","ca"
"411",40768,"GSM816648","GM19240","Lymphoblastoid","Blood","DNase","human","ca"
"412",40769,"GSM816667","8988t","Epithelium","Pancreas","DNase","human","ca"
"413",40770,"GSM816671","None","Hepatocyte","Liver","DNase","human","ca"
"414",40771,"GSM816649","A549","Epithelium","Lung","DNase","human","ca"
"415",40772,"GSM816662","HepG2","Epithelium","Liver","DNase","human","ca"
"416",40773,"GSM816656","GM12891","Lymphoblastoid","Blood","DNase","human","ca"
"417",40774,"GSM816653","GM18507","Lymphoblastoid","Blood","DNase","human","ca"
"418",40775,"GSM816629","None","Embryonic Stem Cell","Embryo","DNase","human","ca"
"419",40776,"GSM816668","H54","Glial Cell","Brain","DNase","human","ca"
"420",40777,"GSM816633","HeLa-S3","Epithelium","Cervix","DNase","human","ca"
"421",40778,"GSM816644","TSC","Trophoblast Stem Cell","Embryo","DNase","human","ca"
"422",40783,"GSM906379","H1","Embryonic Stem Cell","Embryo","DNase","human","ca"
"423",40784,"GSM906381","H1","Embryonic Stem Cell","Embryo","DNase","human","ca"
"424",40785,"GSM906382","H1","Embryonic Stem Cell","Embryo","DNase","human","ca"
"425",40786,"GSM906380","H1","Embryonic Stem Cell","Embryo","DNase","human","ca"
"426",40787,"GSM1027330","None","None","Fetal Muscle Back","DNase","human","ca"
"427",40788,"GSM1027318","None","None","Fetal Stomach","DNase","human","ca"
"428",40789,"GSM1027311","None","None","Fetal Adrenal Gland","DNase","human","ca"
"429",40790,"GSM1027326","None","None","Pancreas","DNase","human","ca"
"430",40791,"GSM1027342","None","Epithelium","Fetal Kidney","DNase","human","ca"
"431",40792,"GSM1027346","None","Epithelium","Fetal Kidney Right","DNase","human","ca"
"432",40793,"GSM1027315","None","Epithelium","Fetal Renal Pelvis","DNase","human","ca"
"433",40794,"GSM1027335","None","None","Pancreas","DNase","human","ca"
"434",40795,"GSM1027333","None","None","Fetal Muscle Leg","DNase","human","ca"
"435",40796,"GSM1027323","None","Cortex","Fetal Kidney","DNase","human","ca"
"436",40797,"GSM1027347","None","Epithelium","Fetal Kidney Left","DNase","human","ca"
"437",40798,"GSM1027325","None","None","Stomach","DNase","human","ca"
"438",40799,"GSM1027349","None","None","Fetal Muscle Arm","DNase","human","ca"
"439",40800,"GSM1027332","None","Epithelium","Fetal Placenta","DNase","human","ca"
"440",40801,"GSM1027317","None","Epithelium","Fetal Renal Pelvis","DNase","human","ca"
"441",40802,"GSM1027341","None","None","Fetal Muscle Back","DNase","human","ca"
"442",40803,"GSM1027314","None","Cortex","Fetal Kidney","DNase","human","ca"
"443",40804,"GSM1027331","None","None","Fetal Stomach","DNase","human","ca"
"444",40805,"GSM1027339","None","None","Fetal Spinal Cord","DNase","human","ca"
"445",40806,"GSM1027329","None","Epithelium","Fetal Kidney","DNase","human","ca"
"446",40807,"GSM1027344","None","Epithelium","Fetal Lung Right","DNase","human","ca"
"447",40808,"GSM1027345","None","Epithelium","Fetal Lung Left","DNase","human","ca"
"448",40809,"GSM1027307","None","Melanocyte","Foreskin","DNase","human","ca"
"449",40810,"GSM1027324","None","Epithelium","Fetal Renal Pelvis","DNase","human","ca"
"450",40811,"GSM1027309","None","None","Fetal Muscle Leg","DNase","human","ca"
"451",40812,"GSM1027351","None","None","Fetal Thymus","DNase","human","ca"
"452",40813,"GSM1027322","None","Epithelium","Fetal Heart","DNase","human","ca"
"453",40814,"GSM1027338","None","Epithelium","Fetal Kidney Left","DNase","human","ca"
"454",40815,"GSM1027350","None","Keratinocyte","Foreskin","DNase","human","ca"
"455",40816,"GSM1027340","None","Epithelium","Fetal Kidney Right","DNase","human","ca"
"456",40817,"GSM1027320","None","None","Stomach","DNase","human","ca"
"457",40818,"GSM1027308","None","None","Fetal Spinal Cord","DNase","human","ca"
"458",40819,"GSM1027348","None","Epithelium","Fetal Small Intestine","DNase","human","ca"
"459",40820,"GSM1027336","None","Epithelium","Fetal Kidney Left","DNase","human","ca"
"460",40821,"GSM1027316","None","Cortex","Fetal Kidney","DNase","human","ca"
"461",40822,"GSM1027313","None","None","Fetal Thymus","DNase","human","ca"
"462",40823,"GSM1027334","None","None","Ovary","DNase","human","ca"
"463",40824,"GSM1027310","None","None","Fetal Adrenal Gland","DNase","human","ca"
"464",40825,"GSM1027319","None","None","Fetal Testis","DNase","human","ca"
"465",40826,"GSM1027321","None","None","Psoas Muscle","DNase","human","ca"
"466",40827,"GSM1027337","None","Epithelium","Fetal Kidney Right","DNase","human","ca"
"467",40828,"GSM1027312","None","Melanocyte","Foreskin","DNase","human","ca"
"468",40829,"GSM1027328","None","None","Fetal Brain","DNase","human","ca"
"469",40830,"GSM1027343","None","Epithelium","Fetal Placenta","DNase","human","ca"
"470",40831,"GSM1027306","None","None","Fetal Ovary","DNase","human","ca"
"471",40832,"GSM1027327","None","Epithelium","Fetal Small Intestine","DNase","human","ca"
"472",40833,"GSM817172","None","None","Fetal Thymus","DNase","human","ca"
"473",40834,"GSM817195","None","Keratinocyte","Foreskin","DNase","human","ca"
"474",40835,"GSM817190","None","Cortex","Fetal Kidney Left","DNase","human","ca"
"475",40836,"GSM817194","None","Keratinocyte","Foreskin","DNase","human","ca"
"476",40837,"GSM817197","None","Keratinocyte","Foreskin","DNase","human","ca"
"477",40838,"GSM817180","None","Epithelium","Fetal Kidney Right","DNase","human","ca"
"478",40839,"GSM817192","None","Epithelium","Fetal Renal Pelvis Right","DNase","human","ca"
"479",40840,"GSM817165","None","None","Fetal Adrenal Gland","DNase","human","ca"
"480",40841,"GSM817183","None","None","Fetal Muscle Leg","DNase","human","ca"
"481",40842,"GSM817169","None","Fibroblast","Foreskin","DNase","human","ca"
"482",40843,"GSM817163","None","Epithelium","Fetal Kidney Right","DNase","human","ca"
"483",40844,"GSM817182","None","None","Fetal Muscle Back","DNase","human","ca"
"484",40845,"GSM817179","None","None","Fetal Muscle Leg","DNase","human","ca"
"485",40846,"GSM817189","None","None","Fetal Spinal Cord","DNase","human","ca"
"486",40847,"GSM817173","None","None","Fetal Stomach","DNase","human","ca"
"487",40848,"GSM817188","None","Epithelium","Fetal Large Intestine","DNase","human","ca"
"488",40849,"GSM817196","None","Keratinocyte","Foreskin","DNase","human","ca"
"489",40850,"GSM817184","None","None","Fetal Muscle Arm","DNase","human","ca"
"490",40851,"GSM817199","None","None","Fetal Stomach","DNase","human","ca"
"491",40852,"GSM817175","None","Epithelium","Fetal Lung Left","DNase","human","ca"
"492",40853,"GSM817181","None","Epithelium","Fetal Kidney Left","DNase","human","ca"
"493",40854,"GSM817193","None","Epithelium","Fetal Renal Pelvis Left","DNase","human","ca"
"494",40855,"GSM817164","None","Epithelium","Fetal Lung Right","DNase","human","ca"
"495",40856,"GSM817171","None","None","Fetal Muscle Back","DNase","human","ca"
"496",40857,"GSM817177","None","Epithelium","Fetal Renal Pelvis","DNase","human","ca"
"497",40858,"GSM817170","None","Fibroblast","Foreskin","DNase","human","ca"
"498",40859,"GSM817159","None","Epithelium","Fetal Kidney","DNase","human","ca"
"499",40860,"GSM817166","None","T Lymphocyte","Blood","DNase","human","ca"
"500",40861,"GSM817176","None","Cortex","Fetal Kidney","DNase","human","ca"
"501",40862,"GSM817162","None","Epithelium","Fetal Large Intestine","DNase","human","ca"
"502",40863,"GSM817187","None","Epithelium","Fetal Small Intestine","DNase","human","ca"
"503",40864,"GSM817167","None","None","Fetal Adrenal Gland","DNase","human","ca"
"504",40865,"GSM817178","None","None","Fetal Muscle Arm","DNase","human","ca"
"505",40866,"GSM817161","None","Epithelium","Fetal Small Intestine","DNase","human","ca"
"506",40867,"GSM817191","None","None","Fetal Muscle Arm","DNase","human","ca"
"507",40868,"GSM817168","None","Epithelium","Fetal Lung Left","DNase","human","ca"
"508",40869,"GSM817158","None","None","Fetal Skin","DNase","human","ca"
"509",40870,"GSM817186","None","Epithelium","Fetal Lung Right","DNase","human","ca"
"510",40871,"GSM817174","None","Epithelium","Fetal Lung Right","DNase","human","ca"
"511",40872,"GSM817160","None","T Lymphocyte","Blood","DNase","human","ca"
"512",40873,"GSM817198","H1","Embryonic Stem Cell","Embryo","DNase","human","ca"
"513",40874,"GSM817185","None","Epithelium","Fetal Lung Left","DNase","human","ca"
"514",40875,"GSM1009641","None","Endothelial Cell","Umbilical Vein","DNase","human","ca"
"515",40876,"GSM1009640","None","Endothelial Cell","Umbilical Vein","DNase","human","ca"
"516",40877,"GSM1009646","None","Endothelial Cell","Umbilical Vein","DNase","human","ca"
"517",40878,"GSM1009642","None","Endothelial Cell","Umbilical Vein","DNase","human","ca"
"518",40879,"GSM1009639","None","Endothelial Cell","Umbilical Vein","DNase","human","ca"
"519",40880,"GSM1009645","None","Endothelial Cell","Umbilical Vein","DNase","human","ca"
"520",40881,"GSM1009643","None","Endothelial Cell","Umbilical Vein","DNase","human","ca"
"521",40882,"GSM1009644","None","Endothelial Cell","Umbilical Vein","DNase","human","ca"
"522",40884,"GSM1014510","None","Fibroblast","Connective Tissue","DNase","human","ca"
"523",40885,"GSM1014539","LHCN-M2","Myoblast","Skeletal Muscle","DNase","human","ca"
"524",40886,"GSM1014512","NHDF-neo","Fibroblast","Skin","DNase","human","ca"
"525",40890,"GSM1014523","None","T Lymphocyte","Blood","DNase","human","ca"
"526",40894,"GSM1014541","None","Th17","None","DNase","human","ca"
"527",40897,"GSM1014514","None","Myoblast","Skeletal Muscle","DNase","human","ca"
"528",40904,"GSM1014528","None","Endothelial Cell","Umbilical Vein","DNase","human","ca"
"529",40908,"GSM1014529","None","Endothelial Cell","Blood","DNase","human","ca"
"530",40910,"GSM1014518","None","Embryonic Fibroblast","Heart","DNase","human","ca"
"531",40914,"GSM1014532","None","Endothelial Cell","Blood","DNase","human","ca"
"532",40917,"GSM1014533","None","Endothelial Cell","Blood","DNase","human","ca"
"533",40919,"GSM1014535","RPMI-7951","Melanoma Cell","Skin","DNase","human","ca"
"534",40921,"GSM1014537","None","T Lymphocyte","Blood","DNase","human","ca"
"535",40923,"GSM1014508","HA-sp","Astrocyte","Spinal Cord","DNase","human","ca"
"536",40925,"GSM1014511","None","Epithelium","Esophagus","DNase","human","ca"
"537",40927,"GSM1014519","None","Endothelial Cell","Blood","DNase","human","ca"
"538",40928,"GSM1014526","GM12865","B Lymphocyte","Blood","DNase","human","ca"
"539",40929,"GSM1014509","NHLF","Fibroblast","Lung","DNase","human","ca"
"540",40933,"GSM1014527","AG10803","Fibroblast","Skin","DNase","human","ca"
"541",40934,"GSM1014524","LHCN-M2","Myoblast","Skeletal Muscle","DNase","human","ca"
"542",40935,"GSM1014516","HA-h","Astrocyte","Hippocampus","DNase","human","ca"
"543",40936,"GSM1014515","None","Myocyte","Heart","DNase","human","ca"
"544",40937,"GSM1014525","None","B Lymphocyte","Blood","DNase","human","ca"
"545",40941,"GSM1014517","A549","Epithelium","Lung","DNase","human","ca"
"546",40942,"GSM1014530","None","Fibroblast","Heart","DNase","human","ca"
"547",40943,"GSM1014531","None","Embryonic Fibroblast","Foreskin","DNase","human","ca"
"548",40944,"GSM1014520","None","Epithelium","None","DNase","human","ca"
"549",40946,"GSM1014522","None","Th2","None","DNase","human","ca"
"550",40948,"GSM1014536","T47D","Epithelium","Mammary Gland","DNase","human","ca"
"551",40949,"GSM1014534","HGF","Fibroblast","Gingiva","DNase","human","ca"
"552",40963,"GSM1014521","None","Th2","None","DNase","human","ca"
"553",40966,"GSM1014513","NB4","Promyelocytic cell","Blood","DNase","human","ca"
"554",40967,"GSM1014540","None","Th1","None","DNase","human","ca"
"555",40968,"GSM1014538","M059J","Glial Cell","Brain","DNase","human","ca"
"556",40970,"GSM1058790","None","T Lymphocyte","Blood","DNase","human","ca"
"557",40971,"GSM1008582","None","Monocyte","Blood","DNase","human","ca"
"558",40972,"GSM1008574","ECC-1","Epithelium","Endometrium","DNase","human","ca"
"559",40973,"GSM1008572","None","Th0","Blood","DNase","human","ca"
"560",40974,"GSM1008576","T47D","Epithelium","Mammary Gland","DNase","human","ca"
"561",40975,"GSM1008593","Ishikawa","Epithelium","Uterus","DNase","human","ca"
"562",40976,"GSM1008587","GM20000","Lymphoblastoid","Blood","DNase","human","ca"
"563",40977,"GSM1008580","K562","Erythroblast","Bone Marrow","DNase","human","ca"
"564",40978,"GSM1008579","None","B Lymphocyte","None","DNase","human","ca"
"565",40979,"GSM1008591","GM13976","Lymphoblastoid","Blood","DNase","human","ca"
"566",40980,"GSM1008578","None","None","Cerebrum","DNase","human","ca"
"567",40981,"GSM1008571","COLO-829","None","Skin","DNase","human","ca"
"568",40982,"GSM1008556","GM13977","Lymphoblastoid","Blood","DNase","human","ca"
"569",40983,"GSM1008562","None","Fibroblast","None","DNase","human","ca"
"570",40984,"GSM1008568","None","Fibroblast","Skin","DNase","human","ca"
"571",40985,"GSM1008606","None","None","Ureter","DNase","human","ca"
"572",40986,"GSM1008573","HEK293T","Epithelium","Embryonic Kidney","DNase","human","ca"
